Wind Direction,Wind str/spd,Temperature,Light,Humidity,Speed,Strength,Lightning,Wind,Water,Fire,Sum,Position
"2,05","0,93","8,86","0,46","2,09","0,62","2,95","1,46","0,12","2,10","2,88","10,13","9,00"
"8,49","8,56","1,27","1,95","0,60","3,31","1,32","2,67","5,00","3,68","2,36","18,34","9,00"
"8,22","8,06","0,21","1,17","1,28","3,72","6,00","6,38","2,68","4,68","7,83","31,29","9,00"
"1,07","0,01","1,63","7,84","0,78","4,31","7,44","5,77","2,72","8,23","0,89","29,36","9,00"
"0,18","1,96","7,79","2,63","0,40","0,64","6,94","4,93","7,16","4,23","3,75","27,65","9,00"
"8,70","8,77","0,13","0,51","0,10","8,14","8,95","2,12","7,68","5,96","3,49","36,34","9,00"
"0,53","1,60","0,69","0,08","8,18","7,02","2,06","2,30","2,15","1,34","2,38","17,25","9,00"
"7,53","8,89","0,48","1,21","2,60","5,68","6,14","5,85","6,61","4,53","7,06","35,87","9,00"
"0,27","1,02","8,09","2,66","0,24","8,99","8,69","4,19","7,07","1,81","8,19","38,94","9,00"
"2,35","1,52","1,60","8,72","1,08","1,46","5,65","4,76","7,92","0,72","3,97","24,48","9,00"
"8,29","8,32","1,68","1,13","2,18","6,66","7,18","3,43","5,00","8,06","7,91","38,24","9,00"
"2,64","2,99","2,36","1,23","7,75","0,96","3,81","8,61","4,36","0,21","1,53","19,48","9,00"
"2,33","2,35","7,85","0,93","1,19","5,53","6,09","2,98","2,86","4,30","8,22","29,98","9,00"
"0,51","1,81","0,11","1,85","8,54","0,65","4,58","5,47","5,68","7,62","4,19","28,19","9,00"
"0,65","1,15","1,57","0,99","7,95","8,73","3,49","4,66","0,82","5,21","3,78","26,69","9,00"
"1,78","2,10","0,66","0,72","8,49","5,34","2,98","3,92","4,49","3,09","1,88","21,70","9,00"
"0,07","1,94","1,82","1,31","8,55","5,01","8,88","8,92","7,74","1,37","1,79","33,71","9,00"
"1,60","0,33","8,65","1,08","1,75","7,86","1,68","0,83","4,60","4,76","4,35","24,08","9,00"
"1,24","0,16","0,56","1,30","7,77","7,07","6,03","2,84","5,25","0,75","1,27","23,21","9,00"
"1,44","1,57","1,98","0,86","8,73","7,29","8,69","5,49","2,73","7,09","4,58","35,87","9,00"
"0,34","1,31","8,77","0,61","0,50","1,61","0,96","6,58","6,34","2,02","4,76","22,27","9,00"
"2,44","0,23","2,34","9,00","0,64","2,88","1,97","5,48","7,00","7,14","5,37","29,84","9,00"
"7,90","8,86","0,52","2,47","0,20","2,38","8,01","4,32","5,06","6,54","3,63","29,94","9,00"
"0,39","0,02","1,84","1,80","7,53","0,00","7,99","2,49","2,31","5,77","2,02","20,58","9,00"
"2,42","0,61","2,04","1,43","8,98","2,24","8,38","1,19","2,73","6,22","2,14","22,90","9,00"
"7,79","7,79","1,92","2,34","0,62","2,09","6,81","3,46","0,33","6,77","0,90","20,36","9,00"
"0,32","1,09","7,99","1,24","2,03","5,71","8,93","5,54","7,97","2,62","3,85","34,62","9,00"
"8,59","8,66","2,31","1,68","1,60","2,36","6,84","2,41","4,50","5,44","1,95","23,50","9,00"
"0,15","1,13","0,78","8,32","2,06","3,37","5,69","3,81","2,53","5,30","5,22","25,92","9,00"
"1,09","1,60","2,76","8,42","0,63","5,31","6,04","4,94","7,39","1,41","8,99","34,08","9,00"
"2,13","1,84","0,98","8,68","1,73","6,52","1,19","7,87","5,69","7,40","3,10","31,77","9,00"
"8,69","7,70","1,57","2,00","2,65","2,35","3,82","4,69","3,58","1,86","0,25","16,55","9,00"
"8,75","7,64","0,94","0,73","1,15","8,09","1,41","5,44","8,97","6,11","1,63","31,65","9,00"
"7,87","8,10","1,27","1,37","2,91","2,80","8,95","1,90","5,85","7,61","5,18","32,29","9,00"
"1,89","1,65","0,11","1,92","8,30","5,49","5,41","5,37","5,99","8,52","5,22","36,00","9,00"
"8,24","8,96","1,92","1,44","2,74","2,05","2,85","0,78","3,57","3,90","1,19","14,34","9,00"
"0,39","0,17","0,22","7,94","1,02","5,44","0,33","8,86","6,01","3,66","3,68","27,98","9,00"
"2,25","0,09","2,36","1,85","8,24","8,74","6,17","1,99","1,88","2,97","4,04","25,79","9,00"
"0,83","0,72","0,84","7,51","0,29","7,22","6,39","6,66","2,90","2,92","0,25","26,34","9,00"
"2,47","0,94","1,73","0,72","8,22","8,09","6,55","3,13","2,30","5,00","2,93","28,00","9,00"
"1,80","0,07","0,16","1,26","8,03","0,09","7,97","1,99","4,45","1,89","3,72","20,11","9,00"
"0,64","1,78","8,04","1,37","1,65","8,64","8,30","8,96","2,03","1,51","0,53","29,97","9,00"
"1,88","2,25","8,42","2,32","1,15","7,25","7,27","5,07","3,32","1,35","1,48","25,74","9,00"
"8,00","8,53","1,19","0,29","2,06","7,13","7,56","4,83","1,33","1,71","6,97","29,53","9,00"
"1,47","2,00","2,18","8,61","1,34","7,36","7,47","7,00","2,69","7,99","6,18","38,69","9,00"
"7,67","7,89","0,30","0,27","0,55","1,43","2,54","7,86","4,36","7,54","6,66","30,39","9,00"
"0,57","0,17","1,89","8,68","1,18","1,43","5,08","5,05","5,11","8,53","5,60","30,80","9,00"
"1,82","1,42","7,54","1,56","0,45","6,14","7,40","1,69","2,24","7,53","5,47","30,47","9,00"
"8,10","8,69","0,58","0,60","2,58","7,88","5,77","6,50","2,33","6,16","7,33","35,97","9,00"
"1,65","0,66","8,63","1,72","2,16","6,16","5,75","4,02","1,09","5,86","0,23","23,11","9,00"
"2,46","0,01","8,08","1,96","2,38","8,19","2,81","1,95","2,61","4,58","7,11","27,25","9,00"
"0,01","0,76","1,38","1,64","8,78","5,71","4,26","1,78","7,16","8,45","1,43","28,79","9,00"
"1,66","2,14","2,22","8,55","1,22","8,00","2,19","8,41","1,86","6,03","2,75","29,24","9,00"
"2,11","1,78","8,76","1,27","1,00","7,90","6,21","7,56","8,73","8,19","8,24","46,83","9,00"
"0,66","0,69","0,67","8,25","1,92","3,38","6,86","1,00","0,14","2,20","7,21","20,79","9,00"
"1,55","1,84","1,53","0,04","7,97","2,61","2,75","5,02","2,92","7,54","6,05","26,89","9,00"
"1,72","1,48","2,73","8,12","1,81","7,00","5,46","2,42","8,84","2,79","4,85","31,36","9,00"
"0,66","2,19","1,29","8,36","0,30","7,48","1,35","7,05","0,40","7,23","6,70","30,21","9,00"
"0,09","2,67","1,03","1,43","8,79","3,98","2,56","6,90","6,70","1,55","5,63","27,32","9,00"
"8,72","7,79","0,19","0,37","0,36","5,41","3,18","2,31","4,02","4,34","8,78","28,04","9,00"
"0,50","2,38","8,03","0,49","0,94","8,21","7,88","8,99","8,15","6,44","6,07","45,74","9,00"
"0,18","1,82","7,75","0,56","2,28","4,12","2,99","1,01","3,41","8,72","9,00","29,25","9,00"
"0,44","2,32","7,70","1,31","1,44","5,82","3,61","1,30","3,98","1,06","5,15","20,92","9,00"
"1,23","2,34","1,94","0,35","8,55","4,00","7,85","5,08","1,35","8,65","6,39","33,32","9,00"
"2,35","1,95","2,18","2,06","8,20","4,72","0,62","0,82","5,61","6,02","0,65","18,44","9,00"
"1,52","1,52","2,98","8,42","0,36","6,68","7,77","4,32","5,43","3,21","3,77","31,18","9,00"
"8,70","8,03","1,38","0,81","0,31","8,12","6,95","1,67","2,73","4,10","5,85","29,42","9,00"
"0,62","1,53","8,56","1,10","0,34","8,32","0,60","2,80","1,54","3,45","7,38","24,09","9,00"
"1,87","1,74","8,77","1,93","2,46","4,87","4,46","1,94","8,06","5,45","3,17","27,95","9,00"
"8,10","7,75","2,11","0,44","2,22","6,28","6,92","7,10","6,52","3,84","4,24","34,90","9,00"
"1,23","0,70","8,97","0,79","2,17","4,22","1,95","2,40","5,59","8,14","5,84","28,14","9,00"
"8,45","8,56","2,40","0,65","0,33","7,47","0,32","4,37","2,05","7,43","6,25","27,89","9,00"
"2,28","1,49","1,57","9,00","1,25","1,91","3,52","7,28","6,07","5,23","7,01","31,02","9,00"
"1,64","1,79","0,54","1,93","7,87","2,79","0,69","8,17","2,80","8,54","5,79","28,78","9,00"
"0,50","0,97","7,76","2,24","2,40","3,32","0,61","1,79","2,32","7,00","6,48","21,52","9,00"
"1,56","0,94","1,69","0,58","7,53","1,06","8,62","4,72","8,93","1,56","5,36","30,25","9,00"
"7,93","8,01","1,15","0,51","0,93","5,50","7,37","5,46","1,19","0,55","6,11","26,18","9,00"
"0,82","1,00","0,71","0,17","8,18","0,59","6,38","1,27","7,37","4,72","3,24","23,57","9,00"
"1,62","0,42","0,94","0,17","7,66","0,04","5,02","1,47","3,46","5,74","4,68","20,41","9,00"
"0,31","1,72","7,97","2,80","0,12","5,47","5,85","8,78","3,44","6,56","6,28","36,38","9,00"
"1,23","0,52","7,62","1,72","1,45","8,26","7,52","5,93","3,40","8,22","0,93","34,26","9,00"
"8,24","8,09","1,31","2,10","0,75","6,81","0,33","8,82","5,53","0,88","3,69","26,06","9,00"
"7,96","8,92","0,96","1,36","1,78","6,82","6,20","3,61","8,36","2,74","7,62","35,35","9,00"
"1,55","1,67","0,27","0,75","7,63","8,33","8,57","8,49","1,43","1,88","0,39","29,09","9,00"
"2,35","1,38","1,60","7,91","0,19","0,79","6,91","2,12","5,69","1,81","1,29","18,61","9,00"
"0,68","1,98","8,14","2,55","0,16","5,91","7,84","4,55","0,21","2,42","5,65","26,58","9,00"
"0,94","1,08","2,51","8,56","0,56","1,41","6,51","6,61","4,31","6,66","8,91","34,41","9,00"
"1,48","0,92","7,74","1,68","0,28","3,12","7,03","1,35","8,22","4,16","4,42","28,30","9,00"
"0,96","2,05","1,39","8,70","0,67","0,87","8,35","2,01","2,96","6,27","3,86","24,32","9,00"
"8,06","8,80","1,80","2,01","0,41","6,24","3,77","1,49","4,93","5,92","4,83","27,18","9,00"
"8,07","7,92","0,18","2,00","0,57","0,53","7,02","8,26","7,37","3,46","5,59","32,23","9,00"
"0,07","2,30","8,49","0,64","2,50","7,60","2,62","4,44","7,11","0,64","8,77","31,18","9,00"
"7,74","7,97","2,07","1,91","1,59","4,67","4,99","2,98","5,88","5,96","7,97","32,45","9,00"
"0,78","2,19","0,40","2,23","7,65","3,52","5,47","2,52","0,75","5,84","3,07","21,17","9,00"
"0,66","0,06","8,44","0,18","2,35","0,43","4,36","8,37","8,89","8,19","2,67","32,91","9,00"
"0,39","1,71","1,26","8,72","2,20","8,56","8,20","3,91","4,74","1,82","5,99","33,22","9,00"
"0,66","0,98","1,11","8,40","0,66","0,68","4,39","2,37","7,27","3,99","3,28","21,98","9,00"
"0,03","2,92","1,42","2,41","8,93","4,01","7,45","5,03","2,74","7,97","7,12","34,32","9,00"
"0,87","1,85","0,39","1,70","8,90","6,00","6,03","3,51","0,48","6,56","2,47","25,05","9,00"
"2,84","2,47","0,40","1,35","7,61","1,07","6,41","1,90","0,17","3,39","3,48","16,42","9,00"
"0,17","2,00","2,68","8,95","0,59","0,45","4,60","5,60","2,19","6,18","3,63","22,65","9,00"
"1,85","1,87","2,92","7,52","0,64","3,56","1,26","5,16","8,32","3,25","0,47","22,02","9,00"
"1,52","0,41","8,74","1,69","0,37","8,20","7,47","3,62","3,73","6,24","4,30","33,56","9,00"
"7,75","8,44","0,52","2,27","2,98","6,91","6,26","5,88","8,12","3,61","3,24","34,02","9,00"
"1,06","1,52","8,56","0,38","0,70","6,60","6,47","7,92","7,06","8,88","8,95","45,88","9,00"
"0,05","1,91","2,96","8,12","1,10","7,46","5,35","2,29","4,05","8,27","1,55","28,97","9,00"
"2,25","0,16","0,39","8,40","0,83","0,85","4,85","5,03","5,97","0,86","5,83","23,39","9,00"
"1,96","2,96","0,68","2,22","8,47","4,19","7,51","8,83","4,42","3,05","3,85","31,85","9,00"
"1,39","0,97","7,70","0,44","0,03","8,97","5,77","1,89","2,02","3,46","1,80","23,91","9,00"
"1,66","2,18","0,05","0,67","7,61","0,75","3,35","3,21","6,43","6,13","5,44","25,31","9,00"
"2,04","2,29","1,92","1,16","8,51","2,07","3,03","6,77","7,09","5,08","1,25","25,29","9,00"
"1,61","0,88","8,82","1,14","2,00","8,33","0,73","8,72","1,91","8,23","2,54","30,46","9,00"
"1,33","1,94","1,87","8,11","1,23","3,88","2,40","4,47","4,37","4,26","4,74","24,12","9,00"
"0,55","2,30","0,99","1,44","8,70","1,00","8,10","6,27","2,87","7,18","8,64","34,06","9,00"
"8,83","8,20","0,69","0,84","2,29","0,76","4,84","7,71","3,81","8,34","2,73","28,19","9,00"
"8,81","7,94","0,94","0,15","1,37","4,60","2,27","1,48","5,53","1,01","6,33","21,22","9,00"
"2,37","0,88","2,24","8,42","2,06","7,26","0,36","6,13","3,48","0,06","1,15","18,44","9,00"
"0,06","0,96","7,51","0,31","0,42","4,98","1,87","0,08","6,75","8,04","1,78","23,50","9,00"
"0,23","0,39","1,56","8,82","1,20","5,61","4,88","1,79","3,99","5,25","3,61","25,13","9,00"
"8,02","8,84","1,99","1,76","1,90","7,28","7,32","3,18","2,34","1,18","1,79","23,09","9,00"
"0,21","0,91","8,12","0,73","2,28","5,19","1,34","2,87","8,41","3,32","5,26","26,39","9,00"
"0,42","1,29","8,89","1,80","2,15","0,05","2,40","1,01","3,80","6,62","1,62","15,50","9,00"
"0,29","2,00","8,98","0,10","2,28","1,21","0,77","0,56","6,68","8,71","0,68","18,61","9,00"
"0,61","0,99","0,75","2,28","7,63","8,71","0,98","0,69","5,58","0,78","3,66","20,40","9,00"
"1,03","1,57","8,99","2,49","2,22","8,49","7,00","5,41","8,98","2,79","4,36","37,03","9,00"
"1,43","0,00","7,75","0,79","1,24","1,02","5,67","0,89","4,38","3,05","8,17","23,18","9,00"
"1,11","2,07","8,72","0,07","2,47","7,15","8,66","1,62","5,16","6,30","4,30","33,19","9,00"
"0,61","1,46","8,41","1,71","1,42","7,55","8,15","2,02","0,79","7,91","6,42","32,84","9,00"
"7,55","8,06","1,69","0,99","0,22","6,52","8,11","5,65","2,85","6,95","7,15","37,23","9,00"
"0,24","2,69","0,42","1,03","8,25","0,46","3,11","6,10","4,77","7,12","0,13","21,69","9,00"
"8,32","8,73","0,22","0,24","0,81","8,16","1,04","4,45","1,17","4,61","4,48","23,91","9,00"
"1,22","0,04","0,22","1,05","7,72","4,84","4,95","2,27","1,62","8,47","7,79","29,94","9,00"
"2,16","0,58","8,33","2,81","1,43","5,42","5,45","7,70","4,67","1,80","6,70","31,74","9,00"
"0,68","1,61","0,50","1,88","8,48","0,09","8,63","6,07","0,43","7,96","8,37","31,55","9,00"
"0,77","1,86","7,51","0,59","0,52","3,10","4,12","8,94","2,77","8,39","5,75","33,07","9,00"
"0,99","0,53","0,46","2,48","8,81","2,52","0,70","2,90","6,30","7,76","1,07","21,25","9,00"
"0,45","2,97","1,20","2,24","8,33","6,71","5,51","6,59","5,54","8,24","4,22","36,81","9,00"
"1,49","0,16","0,35","8,47","1,85","5,89","0,45","0,24","3,02","7,08","8,16","24,84","9,00"
"8,96","8,84","1,29","0,34","0,96","8,47","0,49","3,19","0,08","2,00","4,98","19,21","9,00"
"1,03","0,29","0,91","8,27","0,91","5,37","3,64","0,31","8,87","8,17","2,69","29,05","9,00"
"7,82","8,70","0,95","0,10","0,33","3,69","2,12","3,48","7,06","6,51","8,75","31,61","9,00"
"2,43","0,75","1,51","1,54","8,05","3,56","8,78","7,87","3,01","3,77","2,43","29,42","9,00"
"0,38","1,45","7,54","1,27","2,00","2,47","8,61","0,56","4,84","8,25","7,66","32,39","9,00"
"0,48","1,09","0,95","8,69","1,44","4,47","1,03","6,16","2,50","4,71","1,91","20,78","9,00"
"1,67","1,00","1,91","8,10","1,88","8,50","3,63","1,17","7,45","1,97","2,79","25,51","9,00"
"8,57","8,37","2,10","1,77","2,29","1,42","5,24","6,59","4,65","3,65","5,73","27,28","9,00"
"1,99","2,07","1,09","1,18","7,67","0,38","7,94","3,78","1,70","5,38","3,81","22,99","9,00"
"2,01","1,65","0,86","8,79","0,91","0,78","8,57","8,76","7,94","1,72","4,43","32,20","9,00"
"0,67","1,26","0,05","8,39","1,48","2,19","5,38","4,26","3,48","1,47","7,35","24,13","9,00"
"7,94","7,60","1,86","0,78","0,63","2,32","7,84","3,43","8,97","7,90","2,12","32,58","9,00"
"0,10","1,32","8,60","0,79","0,07","7,09","1,16","5,45","1,22","1,60","3,49","20,01","9,00"
"7,53","7,61","2,14","0,17","1,59","8,86","6,09","1,61","4,48","1,42","7,49","29,95","9,00"
"0,73","2,99","2,14","0,77","8,00","5,63","0,72","3,70","8,47","1,94","2,73","23,19","9,00"
"8,28","8,33","0,40","1,25","1,11","3,09","8,44","8,02","7,29","8,94","3,24","39,02","9,00"
"8,44","8,89","1,98","2,25","1,39","0,66","3,08","4,55","2,35","4,96","8,02","23,62","9,00"
"1,84","1,74","8,24","2,58","1,74","4,35","7,32","0,45","8,46","6,50","1,68","28,76","9,00"
"1,46","0,66","0,28","8,21","0,98","3,03","3,63","4,74","4,92","6,05","3,23","25,60","9,00"
"1,66","1,67","7,64","0,06","2,17","4,47","4,65","8,36","7,37","4,43","1,50","30,78","9,00"
"0,52","1,64","9,00","0,61","0,49","6,88","8,67","6,96","5,11","8,80","3,83","40,25","9,00"
"0,20","2,45","1,12","0,55","7,57","3,14","2,71","1,54","8,76","7,27","5,06","28,48","9,00"
"2,12","1,01","0,52","8,36","1,42","2,73","2,49","1,36","4,80","8,53","1,68","21,59","9,00"
"1,16","2,40","1,11","7,95","0,74","0,17","3,22","3,84","5,59","6,49","6,47","25,78","9,00"
"0,50","1,11","8,12","0,44","0,56","1,80","7,64","3,25","3,57","2,57","4,41","23,24","9,00"
"8,63","8,05","0,77","1,03","2,18","8,72","3,42","1,24","1,32","0,65","2,42","17,77","9,00"
"1,56","1,14","2,24","7,86","1,78","4,74","3,54","6,62","2,61","1,22","7,23","25,96","9,00"
"1,85","2,85","1,06","0,67","8,42","0,88","5,58","7,73","7,91","7,54","4,76","34,40","9,00"
"8,59","8,42","1,22","2,42","0,52","0,17","0,15","4,79","6,43","4,85","3,46","19,85","9,00"
"0,04","1,19","8,58","2,61","0,77","5,29","8,80","7,21","6,68","5,30","1,29","34,57","9,00"
"0,10","1,52","7,63","2,02","0,66","1,34","6,04","2,02","7,45","7,91","7,36","32,12","9,00"
"2,05","1,14","0,84","8,17","0,27","7,92","5,35","4,68","7,83","5,81","8,60","40,19","9,00"
"0,91","2,28","8,43","1,27","1,06","4,78","6,74","4,56","5,53","1,56","5,50","28,67","9,00"
"1,90","0,64","0,25","8,03","1,57","5,49","8,86","5,80","8,59","4,51","0,21","33,46","9,00"
"8,05","8,95","0,83","1,45","0,58","7,11","8,18","8,47","7,05","1,64","2,57","35,02","9,00"
"2,47","0,09","0,48","1,88","8,17","3,33","4,77","1,89","1,16","2,54","2,37","16,06","9,00"
"8,55","8,99","0,21","2,46","0,33","6,44","0,00","5,21","1,79","2,79","1,23","17,46","9,00"
"1,95","1,96","7,96","1,92","0,71","0,96","4,29","7,78","2,94","3,86","3,48","23,31","9,00"
"1,41","1,49","1,64","0,24","8,56","6,03","5,61","3,02","0,45","3,44","7,39","25,94","9,00"
"0,95","1,36","7,53","1,93","0,21","7,59","5,69","7,74","5,81","4,12","3,31","34,26","9,00"
"7,62","8,31","2,03","0,14","1,55","2,39","7,51","3,92","6,66","1,55","3,12","25,15","9,00"
"1,14","1,09","7,95","1,99","1,32","7,10","1,76","3,52","8,82","7,66","5,97","34,83","9,00"
"1,31","0,92","7,60","0,46","2,06","0,84","8,35","8,01","2,58","5,33","1,67","26,78","9,00"
"1,15","2,33","2,30","1,18","8,39","4,10","5,42","0,83","0,63","5,10","0,47","16,55","9,00"
"1,36","1,87","1,82","7,68","0,57","4,74","0,32","0,84","5,88","2,60","5,81","20,19","9,00"
"8,06","7,65","0,49","1,74","0,28","5,67","8,16","3,27","8,97","5,62","8,04","39,73","9,00"
"0,92","0,95","8,17","2,44","1,56","3,74","4,94","4,68","8,39","6,97","4,96","33,68","9,00"
"8,16","8,53","1,27","0,76","1,29","1,67","1,02","4,86","1,60","8,57","6,01","23,73","9,00"
"8,33","7,59","1,93","1,90","0,15","1,49","5,90","6,44","0,22","7,68","5,20","26,93","9,00"
"1,21","1,80","0,68","8,06","0,93","4,00","3,92","1,96","1,83","2,14","7,79","21,64","9,00"
"2,00","1,18","7,71","0,39","0,45","3,70","4,49","6,21","1,14","3,15","6,06","24,75","9,00"
"0,68","2,56","2,21","0,52","8,90","0,32","1,26","8,32","3,36","7,56","1,63","22,45","9,00"
"7,55","8,22","2,06","1,38","1,29","8,04","1,75","2,17","5,90","1,66","1,55","21,07","9,00"
"1,18","0,75","7,55","0,65","1,18","2,55","3,45","3,91","1,81","8,16","4,16","24,04","9,00"
"8,10","8,38","1,57","1,79","1,25","0,82","8,87","1,77","5,34","7,61","1,43","25,84","9,00"
"7,68","8,39","2,29","0,80","2,26","3,52","3,73","7,14","3,74","6,18","2,12","26,43","9,00"
"0,21","1,00","2,50","0,87","8,14","1,96","0,70","8,75","2,69","6,02","4,47","24,59","9,00"
"1,39","0,19","7,74","1,24","2,42","2,07","1,31","5,01","8,50","2,15","1,99","21,03","9,00"
"2,23","1,22","8,37","2,03","2,02","6,03","4,63","0,13","8,95","3,53","3,05","26,32","9,00"
"0,06","2,36","8,85","0,20","1,47","8,75","2,64","6,87","0,94","0,04","2,33","21,57","9,00"
"2,11","0,93","0,97","8,64","0,73","1,74","0,99","2,92","6,61","3,04","1,70","17,00","9,00"
"2,39","2,89","1,62","1,02","8,67","2,81","8,14","6,24","5,12","1,14","0,74","24,19","9,00"
"1,75","2,25","8,53","2,24","0,49","5,99","1,61","7,50","0,96","8,06","6,44","30,56","9,00"
"7,95","8,78","0,44","1,30","0,51","8,28","7,32","5,02","5,41","8,20","4,78","39,01","9,00"
"0,76","0,53","0,80","8,90","2,15","8,11","2,31","6,58","7,10","7,27","8,47","39,84","9,00"
"2,54","2,49","1,68","1,94","8,14","6,80","4,71","5,69","8,01","7,92","6,24","39,37","9,00"
"1,53","0,51","9,00","0,68","1,69","6,09","8,86","5,06","1,87","0,78","0,39","23,05","9,00"
"2,02","1,13","0,83","0,54","8,91","4,73","2,21","7,19","7,97","8,43","2,49","33,02","9,00"
"1,34","2,30","1,68","1,99","8,36","0,06","9,00","4,51","5,26","0,36","0,25","19,44","9,00"
"1,26","0,33","8,64","0,70","1,80","6,65","5,93","5,26","8,57","4,09","3,79","34,29","9,00"
"1,32","0,58","7,74","2,69","0,11","6,83","2,99","0,38","3,26","0,44","5,37","19,27","9,00"
"8,43","7,69","0,00","1,77","0,54","5,27","8,93","3,15","7,94","5,67","4,68","35,64","9,00"
"1,12","1,82","1,92","8,05","1,90","2,05","6,50","0,77","0,72","1,36","4,18","15,58","9,00"
"2,13","2,22","1,82","8,21","1,61","1,53","4,14","6,94","2,01","4,03","7,33","25,98","9,00"
"2,50","2,19","0,95","8,02","1,11","3,24","1,74","1,45","6,97","4,41","5,37","23,18","9,00"
"1,61","1,99","7,66","0,50","2,06","1,63","0,32","0,17","1,73","6,39","8,33","18,57","9,00"
"7,53","7,59","1,49","2,28","0,21","1,32","4,91","5,71","4,74","4,51","5,67","26,86","9,00"
"1,32","1,43","0,82","0,42","8,08","0,73","5,00","6,52","2,72","3,51","1,96","20,44","9,00"
"0,99","1,34","0,40","8,05","0,86","6,93","8,15","1,56","5,20","4,65","5,38","31,87","9,00"
"1,46","0,30","2,68","7,54","0,74","8,43","5,90","6,69","1,03","2,97","7,71","32,73","9,00"
"8,50","8,45","1,84","0,80","0,99","4,74","8,13","3,25","6,30","5,90","4,72","33,04","9,00"
"1,58","0,10","8,91","0,61","0,62","6,33","6,44","7,17","5,72","6,79","2,93","35,38","9,00"
"1,81","2,02","7,94","1,00","1,16","3,96","4,60","2,12","5,09","7,37","6,82","29,96","9,00"
"7,65","7,73","2,10","1,14","0,85","5,55","8,15","2,87","6,63","7,10","6,54","36,84","9,00"
"2,39","2,69","2,44","0,21","8,27","1,63","3,97","2,60","8,38","5,24","8,41","30,23","9,00"
"8,16","7,61","1,49","1,04","2,82","1,13","6,83","2,91","5,10","3,40","7,23","26,60","9,00"
"1,05","0,05","1,14","1,67","7,82","4,53","4,87","5,73","3,81","2,45","2,22","23,61","9,00"
"7,90","8,06","2,39","0,30","1,62","0,04","8,99","6,59","6,98","7,18","1,60","31,38","9,00"
